# x,y
2.163322969384029903e+00,-7.987351139208798134e-01
1.036076975608790418e+00,7.161452521492244205e-01
2.530896477251249888e-01,-2.604285148754430512e-01
1.007128938498890180e+00,1.334197752951950422e+00
8.009206549562020161e-01,7.600330436425497549e-01
6.637215427710865256e-01,5.237804332957309850e-01
1.254503149870686007e-01,1.063890544054092446e-01
6.577601809135914523e-01,1.580677998572640242e+00
-4.077330405658772250e-01,-2.499031667944562329e-01
-5.201918389654984765e-01,1.469122012921158849e+00
8.463752347039307233e-01,2.133850007985797159e+00
1.874993161830649679e+00,-2.143947997660873295e-01
3.651982647077935962e-01,7.297869008895274678e-01
1.161393550885200909e+00,1.496609459765402272e+00
1.511409729185192674e+00,-3.792322980332818450e-01
6.143356723156239152e-01,1.726693034559698248e+00
3.281056606394087805e+00,3.776851974248449650e-01
1.386915548859863012e+00,-1.138975945443693849e+00
1.678701701463862328e+00,9.095181085917054542e-01
-1.800371224547768989e+00,1.401956069702132268e+00
1.477865570406814433e-01,1.060824120738255827e+00
6.026061904144053294e-02,2.779851862590000611e+00
7.818573401137107748e-01,2.569098800268332372e-01
2.094167208466967800e+00,1.955879967949438747e+00
-2.392192410725590968e-01,1.312935376146483923e+00
1.408337985704796624e+00,1.905207526175728638e+00
7.653844578764783524e-01,2.638988083604788315e+00
1.488392289673249325e+00,-6.288828619843782608e-01
2.730284672625343800e-01,2.317112445514894148e+00
1.369105376588660050e+00,1.628326175363087991e+00
-2.741843951325868556e-01,1.368571696166139384e+00
1.067517006899407317e+00,6.032122550152521079e-01
2.614169175049084748e-01,-1.551064502416060531e+00
2.191225210846442728e+00,1.801743620867539919e+00
2.116721940481796516e+00,3.907479949687837628e-01
-2.014710418723848484e-01,1.135966452157446405e+00
7.427308505512750791e-01,1.810761664622518863e+00
1.971909142349379085e+00,1.494469283717276831e+00
2.959420671624305221e+00,4.273777421161008006e-01
1.274929104225188903e+00,2.470429939912001771e+00
3.664498966509883715e-01,1.239632247360507922e+00
1.462054364399402173e+00,-5.784374465418893330e-01
1.624940023600212946e+00,5.279554572498357246e-01
8.057432587099999655e-01,9.013101106440473131e-01
-7.562576289081717196e-01,1.561962645422383833e+00
8.476705090173362045e-01,1.386270540942453611e+00
2.092992417618876111e+00,-3.124041001359716407e-01
3.107427731077938571e+00,1.492702376848615398e+00
3.306408003147272900e+00,1.603078663928388270e+00
1.946888529286540770e+00,-2.061792981794412949e+00
-1.482315352975325240e-01,1.837913464633965432e+00
1.609051480778721288e+00,-4.678189086440140976e-01
2.175161625223784867e+00,1.396279985623645192e-01
2.358988188657315632e+00,1.819962505776535622e+00
8.721110855636565740e-01,2.700000168576940363e-01
-2.058966986880570449e-01,2.828821779446689666e-01
2.559852105937958644e+00,1.245406065747444835e+00
1.197862563725398566e+00,1.175455865064255701e+00
1.459581414989210568e-01,2.450154486512846397e+00
2.286291437132642379e+00,2.658721080771944134e+00
1.676744955920883129e+00,2.349680006238385577e+00
2.819969561372219324e+00,5.938469629794480564e-01
2.187041490196235394e-01,5.240061851452306740e-01
6.709853699707013508e-02,-2.984848970688691594e-02
1.862858915741264276e+00,1.962420357569728324e+00
1.040302962687650323e+00,3.324751711890220562e+00
3.789120298518352525e-01,1.335243487613430924e+00
2.123506078912417827e+00,6.625648438961471154e-01
1.768743369306766455e+00,4.802635901273251129e-01
8.182508369106334944e-01,1.484344603062919710e+00
2.204261953545620045e+00,5.993033138926646686e-01
-7.906902147771237566e-01,-2.986469842801653396e-01
1.231259475458996722e-01,-6.260183415162647869e-01
1.342392995554005930e-01,1.104188389737600806e+00
1.442265316466007086e-02,-5.524463368814489517e-01
5.124818039944661896e-01,-6.083857914477435180e-01
2.432812654290113841e+00,9.265329563835882354e-01
1.674362367944871366e+00,1.634051078235117416e+00
2.966179249112280925e+00,-9.698452055554729334e-01
6.401948206279557407e-01,-1.115781314136014224e+00
2.449700543275621811e+00,4.146986403723608161e-01
1.752662365249836762e+00,2.410889120606453773e+00
2.659147655838427493e-01,1.479719447260384513e+00
3.286514424822170710e+00,1.155865198658917681e+00
4.566266628596158395e-01,6.612821167083107188e-01
6.397311775259599820e-01,1.807938575830171812e+00
1.274359621977822155e+00,1.682283866611255174e+00
1.702602247279896286e+00,9.124553388853252622e-01
1.383339797438074559e-01,1.417247052804239571e+00
6.095892358769519070e-01,5.764468156570206059e-01
1.089852356605558459e-01,2.171244441140823600e+00
2.203609109456603043e+00,-3.199472370200693305e-01
1.540778629483683382e+00,-6.624513682757537936e-01
3.721946695509554814e-01,1.261496394404231891e+00
9.577656015965447800e-01,1.465034754278892182e+00
6.269963644196585584e-01,6.945906051121844005e-01
3.012994932076503041e+00,2.506474449008853078e+00
5.259127992411093411e-01,7.341245718048940994e-01
1.933445625719780958e+00,2.936783940805933746e-01
5.988372881629652200e-01,1.318626910346429204e+00
1.526571137506748110e+00,5.903260768038598449e-03
3.225947367885418693e+00,1.877360497967649700e+00
1.111533507303792190e+00,2.810600055146073473e+00
7.713595876903915904e-01,2.176925234900987327e+00
2.401032695899162128e+00,-1.037787390387596709e+00
2.263120799673475680e+00,-4.531688325749227975e-01
7.371343998431073574e-01,1.041436574533090020e+00
1.537877860913374306e+00,1.848108108312410014e+00
1.177495217882922995e+00,1.173978086083348860e+00
-2.684125759823596802e-01,1.420328427817580064e+00
1.283354838737193582e+00,5.904330697035466979e-01
7.586660830511853248e-01,9.449121067421701881e-01
2.751142523047070965e-01,9.314160080378947049e-01
1.492879382835108126e+00,4.270644103192400287e-02
1.519492391553153965e+00,5.863295814454394517e-02
-1.097235586163565202e+00,2.043756719970316382e+00
1.523420943686063289e+00,5.516080084456903565e-01
-3.183556500909412446e-01,4.784179817089717623e-02
1.765977861432495022e+00,1.439489029669764664e+00
8.664189982721475225e-01,1.053451883674918488e+00
1.874781247240306037e+00,1.217477534619306745e+00
-1.490823790196369458e-01,1.535476431199708447e+00
1.776398252646033349e+00,1.185489009155806350e+00
6.375341791634473454e-01,1.663129777733463044e-01
2.361705879485138215e+00,1.808657516267218490e+00
-1.485935372432269919e+00,2.180131449236095698e-01
1.141385498767556461e+00,1.355266717220445116e+00
2.475456150019358148e+00,1.038292935548717155e+00
9.440527469487887124e-01,-4.738351545081604943e-01
1.109463644891671041e+00,7.471783079220799539e-01
-6.458901996035739668e-01,2.264205746977882017e-01
6.737627468740332581e-01,8.129341422238247628e-01
-1.160620751696892050e+00,-3.774542763422090719e-01
7.669660537874656292e-02,1.015506030602854270e+00
8.487851047937851057e-01,4.683481132444236028e-01
-2.747095099758187775e-01,8.357384357131023567e-01
2.186693455346222947e+00,1.139695320212811058e+00
8.037007550506967135e-01,2.287613843958832938e+00
1.818088914560833214e+00,1.137436733857722260e+00
8.829970632631465310e-01,4.218732289752342712e-01
1.949260686641257845e+00,1.776234220765936289e+00
1.255078408987438054e+00,1.844035186481834288e+00
2.895268730506616706e+00,2.547389214720689132e+00
-1.062820935764814401e+00,-1.010517268112520739e-01
7.717175250887189364e-01,3.011784202454726778e+00
-1.463386687816581322e-02,1.450538061152674141e+00
4.778402963121647362e-01,1.259736439959483478e+00
6.164683218424305000e-01,9.455722107750285099e-01
2.158714525625837766e+00,-2.532159659648169914e-01
7.394318866378016830e-01,1.363821977429627630e+00
7.218211048744506142e-01,1.814692877608276245e+00
1.197915858023434588e+00,1.373581875571903366e+00
1.397888221810760001e+00,1.451822815382068033e+00
1.663272737612764729e+00,1.094738916865232170e+00
-1.923812118033358942e-01,2.344578018473097991e+00
5.055785782456025945e-01,1.606885500266375555e+00
2.747399767973043971e+00,1.238904965615625020e+00
1.706552339251929729e+00,4.171480079093092819e-01
2.350612921102223085e-01,9.099887097982429784e-01
1.277937306679031604e+00,1.160934772935298565e+00
1.608871671670406567e+00,1.837275659276148332e+00
2.552718352531463175e+00,8.734070250539096580e-01
3.460696329166580432e-01,-4.525272436185892033e-01
5.841587039663520553e-01,7.920106380504032817e-01
2.342933145169777021e+00,5.613177056012363941e-01
2.650108003661755696e+00,-1.537307078640979263e+00
2.580710601529429216e+00,7.031624203565589593e-01
1.234737769260460416e+00,4.204566713621987750e-01
5.730193949376428675e-01,7.087333948567174913e-01
9.406911012513710091e-01,5.840193312611456911e-01
1.401312317112579642e+00,4.307888315467991447e-01
4.779431874438140326e-01,2.610717771703762180e-01
1.487505772656351866e+00,1.963780053073519216e+00
1.461833036859585544e+00,5.282688872782985712e-01
2.128846488553755023e+00,-7.010906977573954091e-01
1.154427038826330243e+00,3.891468806487815568e-01
-6.483130608340672563e-01,3.348245628440689181e-01
1.899919582701965037e+00,1.176254274270010836e+00
7.694751389736064207e-01,1.220022246390644050e+00
1.773246053969951053e+00,4.404875521837648966e-01
-1.416101669978633737e+00,3.049430333659289172e+00
2.069371354370210803e+00,1.229147136716064015e+00
2.645400406984313335e+00,-4.842694912847123057e-02
1.778498005195637832e-01,-8.136905062435872971e-01
-1.101356767475958343e-01,8.174345440042766198e-01
-4.727063288414099507e-01,1.949342536342436372e+00
1.012416984441583567e+00,-1.168102626051855442e+00
1.045001101749559291e+00,1.675141591650557427e+00
2.517728375954662035e-01,3.553967715396069149e-01
2.611933042376761271e+00,2.130373805454398584e-01
-4.510286090630382105e-01,1.765365772202185379e+00
1.822148929793669936e+00,1.841313939564442892e+00
6.111728543103288613e-01,1.868450943869487624e+00
9.870699998198310121e-01,2.279586034434250230e+00
1.845650186947815241e+00,1.644568648782688047e+00
2.708554440053289269e+00,7.003460696539421937e-01
-1.881538212835682788e+00,1.448565347219618271e+00
1.541890549177104885e+00,6.645981065501240792e-01
-1.520252547878269134e-01,1.103484759180225261e+00
5.889494458528570231e-01,1.374155732753418846e+00
7.699282034703172073e-01,-7.325190191332191514e-01
9.610674322429169081e-01,1.077024273828865564e+00
6.222090407241280818e-01,-1.244718800135813819e+00
-1.196646510351864201e-01,4.380823251597153467e-01
-4.605505886337892818e-01,8.014897483753106178e-01
1.755875338414249587e+00,1.510618612499672331e+00
2.283432481317710039e+00,1.400437365796804778e+00
9.415875861150901915e-01,-2.535640269551597825e-01
1.030327692812219809e+00,-1.094523232283850511e-02
1.531358655030651938e+00,7.087565285792494230e-01
4.116546678529566794e-01,1.439425372211995180e+00
1.060032778347659077e+00,1.105978380382569792e+00
-3.092447135444005291e-01,1.904593464807601499e+00
1.645317819120450942e+00,-3.328450936208955380e-01
2.417040454084010914e+00,1.732817028003244442e+00
-5.433401866426672555e-01,1.284939918979879581e+00
1.373588500777861654e+00,1.658804692723343521e-01
1.766169055716918290e+00,-2.618061964676494657e-01
2.428067592645755113e+00,8.778943616347421042e-01
2.830883949516731946e+00,-8.054642458503562530e-01
1.726062149444553162e+00,2.843329082231235372e+00
1.532306888903023356e+00,1.288595907047665357e+00
2.072482632139596603e+00,1.350223572504460900e+00
1.620741679193373086e+00,6.461387321946322482e-01
-5.770834121680239459e-01,2.723984648646912143e-01
-2.488853301938045437e-01,-3.490716213549642788e-01
1.032024001230176902e+00,7.440010423602991807e-01
4.703915610458838659e-01,-1.007451846930131900e-01
1.583148770322539978e-02,6.410055248287078733e-01
5.998920575860091642e-01,6.240519682310474714e-01
2.787631798829457441e-01,1.171247782267019755e+00
7.057785562634377730e-01,1.407223608807998350e+00
6.655808174384834075e-01,1.818075973982162807e+00
1.035154020313909573e+00,1.336471260517446913e+00
1.106187622814708504e+00,7.920527583334399102e-01
-5.029240091914743971e-02,1.919363997100339114e+00
5.165186527916358905e-01,3.497532755392235293e-01
1.492274247904700202e-01,-1.595175938744712862e-01
1.733800709372684157e+00,3.896905877093241877e-01
1.513343755369657595e+00,9.337913424668813356e-01
2.094313288751003643e+00,-2.258893903989527274e-01
5.513366408827358178e-02,6.649172064715986874e-01
-4.257688703382693785e-01,1.141242288394130888e-01
1.401759564015309545e+00,2.458583999049875679e+00
3.195880276529641240e+00,-6.422601955179183530e-01
9.340011474147793535e-01,1.193483399528151079e+00
7.981894290816216042e-01,-5.877627814417025753e-01
7.584377968768636347e-01,6.043154925346573281e-01
1.571598848634781387e+00,1.000973299574006381e+00
1.700692607744749285e+00,-1.100074766593621689e-01
1.194898400674989203e+00,-5.229580841375920386e-01
2.978277193173906490e+00,6.401827406460158798e-01
1.013130798893937534e+00,6.117953427178955961e-01
3.902016888003842165e+00,9.649036777018341615e-01
3.106691008057340664e-01,-2.888895138643516880e-01
2.233805301882930916e+00,-1.293657041322030299e+00
-5.915287124234929195e-01,2.766190368571572300e+00
1.622333014721278888e-01,-1.156792889889388665e-01
2.459922340986688383e+00,1.596349112295706307e+00
4.828014372380647901e-01,5.515149575706471685e-01
1.743571995219650228e+00,-7.933147898882377813e-01
2.546955943335648787e+00,2.418021290869484252e-01
1.425057460324698155e+00,2.276655239976306255e+00
2.209084542533114703e+00,8.891663238597160568e-01
8.355773287667345173e-03,2.579598280377647157e+00
1.150277957315219091e+00,6.737983587177756029e-01
-9.589494789831427557e-01,6.724012000994613603e-01
-6.565383807446978359e-01,1.192838391500105066e-01
1.600130645207003433e+00,2.758569546458409683e+00
1.375927116156780983e+00,-8.259728796460634737e-01
-1.009108695762911623e+00,-1.154158102769577532e+00
1.192451951639870167e+00,4.175522491588279372e-02
1.924924689593765059e+00,5.308455089623930201e-01
3.115027689121338650e+00,1.378929333342738373e+00
3.404357815782815821e-01,4.253208309055652725e-01
4.613550408235318478e-01,2.179672249213775448e+00
3.399179773303372398e-01,2.220342781514249575e-01
1.423007675053828525e+00,5.852984268976338944e-01
5.545179549584302592e-01,1.526743849227620409e+00
-1.362064775609817868e+00,7.250509335857466819e-01
-2.242855630097064790e-01,1.571225975807466924e+00
6.379772307860671621e-01,9.652295516221801597e-01
